,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,ModelStars,ModelScore,StarsDifference
42,gp:AOqpTOGN4OI1S4OR5HuJC3-M5NkNrfEvX1kRuLSuuu5HNlWqbgitE0urcNTHX0PVZeJfBUKmsCvtTWeMZTwcDeA,Douglas Jose Alvarez Lozada,https://play-lh.googleusercontent.com/a/AATXAJzMFOzpHzX3rGE7t-bOVTDq8cEOPMKuSPKYeksh=mo,sszk no LMl,3,0,11.4.0,2021-07-23 17:01:09,"Hola Douglas, queremos mejorar tu experiencia con nuestra App y por este motivo tenemos en cuenta tu opinión. Por favor cuéntanos qué podemos hacer para que esas 3 estrellas se conviertan en 5.",2021-07-23 17:22:34,1,0.3975,2
43,gp:AOqpTOFFEf_VjJ8K2Voj3waeeUb9iqr3971smGeZ6F-yRuLpR9w6rdgV_GVD1YopRZDLy4zpz75Ib7pSeSZ41Yg,rigoberto solarte,https://play-lh.googleusercontent.com/a-/AOh14Gikg7qmWDDw5AbkWyR_Jf6T4OLYQuXdRA8N2MwBow,Normal,4,0,11.4.0,2021-07-23 16:25:15,"Hola Rigoberto, muchas gracias por la confianza que tienes en nosotros, sabemos que se puede mejorar aún más y seguiremos trabajando para brindarte siempre lo mejor. ;)",2021-07-23 16:32:19,3,0.384,1
44,gp:AOqpTOGdZabjl5g12htavxj6WJlkl3zsvFriLqoq24KBcCKm-dE_6_bPbeSCEhriMGOWPneZSB7K7Sg0kXjSBwc,ALICIA TORRES BALANTA,https://play-lh.googleusercontent.com/a-/AOh14Gj0XJiWYOgZ4jHPPZS1_CqSr4sBUoFeLweTgjEzqQ,Imposible registrarse,1,0,11.4.0,2021-07-23 16:23:19,"Hola Alicia, estamos comprometidos en brindarte la mejor experiencia, por esta razón te invitamos a que tomes una imagen de la falla que presentas y nos escribas a través de nuestras redes sociales de Claro Colombia y @ClaroTeAyuda en Twitter y con mucho gusto validamos lo sucedido.",2021-07-23 16:29:07,1,0.7328,0
45,gp:AOqpTOH_ftdY_SiSR9CfhjP40WIvo2ogL3lna44K23WYLzSv54oxljicqpotC6UJJZ1LjmUbhag-8YQz9hYLGGA,Luz dary Lievano,https://play-lh.googleusercontent.com/a-/AOh14Gi7dZAexDt71H6P3ORWWtcT2V4m3LfPjoaih25OSg,Valoro éstas coñtrase la por que por medios de estados contraseñas tenemos buenas ayuda para hacer una gran cantidad para los dos partidos de los juegos olímpicos Olímpicos del 9 de los 6 días de 6 minutos 6 y que no se 3 minutos 47679 años después 5 años 69 minutos y que 96 horas en los últimos 0 meses y en la cabeza y que no ha habido un gran reto que no hay nada más en la cabeza y el de las elecciones que el del mundo en los que no hay nada que ver es un gran éxito de las selecciones,5,0,11.4.0,2021-07-23 16:13:45,"Hola Luz, gracias por tu calificación, seguiremos trabajando para brindarte lo mejor siempre.",2021-07-23 16:25:18,5,0.2362,0
46,gp:AOqpTOEGc9fBDEyDb0qLy4jHewGrb08NU6_03eCIRBmj1h2A0z2AWl4b1FkgjGMzKOTY8USIFKed0kKKbAG-bXY,Azucena atehortua,https://play-lh.googleusercontent.com/a/AATXAJxghF7Bt4w01rNQazlmdrZqxz4yH0dJ9hREB-ys=mo,Brutal,3,0,11.4.0,2021-07-23 16:10:36,¡Hola Azucena! Queremos mejorar tu experiencia con nuestra App y por este motivo tenemos en cuenta tu opinión. Por favor cuéntanos qué podemos hacer para que esas 3 estrellas se conviertan en 5.,2021-07-23 16:23:58,1,0.3799,2
47,gp:AOqpTOFAq_6rmtjVVG-ATtwaoei_9utmlwRuR6-IuW_5M7xfcuQBH2UYZYoLvsyadxRlZj5aMSLPe8FwltfPG40,Joseluis Rodríguez escobar,https://play-lh.googleusercontent.com/a/AATXAJzVMRf1XfGOz0kJQr1zB1NHnlkBx37UND-s1CYA=mo,Lo peor q puedan aser es firmar contrato me mude i me dijeron q me ivan aser el traslado i ya llevo 15 dias i nada ahora me iva a retirar i me dijeron q igual forma tenia q pagar la mensualida i esperar el año todavia es la hora i estoy esperando pero las facturas si llegan puntuales lo peor q pude aser quieren obligar a uno a algo q de verdad no fuciona bie,1,0,,2021-07-23 15:55:27,"Hola Joseluis, te pedimos disculpas por la mala experiencia que te hemos hecho pasar, por favor escríbenos en la opción “ClaroBot” de nuestra App o a través de nuestras redes sociales de Claro Colombia y @ClaroTeAyuda en Twitter y con mucho gusto validamos lo sucedido.",2021-07-23 16:09:26,1,0.8006,0
48,gp:AOqpTOG39EtR3uKVVZ-R8glLGPJwDg3-6MQz-GqOpzakkQarNLFRjjQ9gw0PQ8pou9OYXwy0XOnOyHb_v6fNhss,eder antonio meza robles,https://play-lh.googleusercontent.com/a-/AOh14Gj9EIszQfsyXpu2b03zrupnzcUlsv9eclcy_c6YTQ,Lo peor de lo peorsito. No les doy estrella es un fiasco total...,1,0,11.4.0,2021-07-23 15:49:01,"Hola Eder, cuéntanos el porqué de tu comentario, tus sugerencias nos pueden ayudar a mejorar nuestro servicio. Si presentas alguna novedad puedes escribirnos a través de nuestras redes sociales de Claro Colombia y @ClaroTeAyuda en Twitter y con mucho gusto te ayudamos.",2021-07-23 16:03:54,1,0.9769,0
49,gp:AOqpTOHDFb8xZDjCXyRFzD34bIWwVKN5oFUbjH0wwr7FYowapZjI97MUdhDrTZekiLSVyJ_B0CBQLfm13nB-5to,John andrade,https://play-lh.googleusercontent.com/a-/AOh14GiG_cRlloj1sjr82buOnMX9gB0_OVwyzjSyJQimwA,Claro es una mi3rd4 en definitiva me retiro de este pésimo operador,1,0,11.4.0,2021-07-23 15:44:00,"Hola John, nos entristece tu comentario, déjanos revisar que puede estar pasando con tu servicio, por favor escríbenos en la opción “Chatea con nosotros” de nuestra App o a través de nuestras redes sociales de Claro Colombia y @ClaroTeAyuda en Twitter y con mucho gusto validamos lo sucedido.",2021-07-23 16:01:52,1,0.8538,0
50,gp:AOqpTOGJc5-2Hk9JocNRUfvhjJPU1i-kkZlBtdDIlH_9EoguxeNYJcyV719EjpOrd7cqSKUjsuFVxPvKaA0wJgE,Yerly Lópezz,https://play-lh.googleusercontent.com/a/AATXAJy0m1Zp_ZVRSGnxy0wXj0Uww2EYrEXJOK97gjdD=mo,Lento,5,0,11.4.0,2021-07-23 14:57:39,"Hola Yerly, muchas gracias por escribirnos, agradecemos tu tiempo por informarnos, vamos a revisar esto con nuestro equipo técnico para solucionarlo lo más pronto posible. ¡Saludos!",2021-07-23 15:10:08,2,0.4053,3
51,gp:AOqpTOE6hcjKkuoSmNpXDKg2XZu4gPQ_u4LMKY5ZoojO_MsjdPY132QnxTGzHcdJJlwD861Q74_JrYiGmpkTZ04,Fernando Rios,https://play-lh.googleusercontent.com/a-/AOh14Gg7dUScllFP_gifPvHtXRyX-TW4_pnCU6ETUo70,Buen servicio,5,0,10.2.0,2021-07-23 14:35:17,"Buen dia Fernando, muchas gracias por escribirnos, seguiremos trabajando para que tu experiencia sea la mejor.",2021-07-23 14:39:41,5,0.4445,0
52,gp:AOqpTOFdDW5EHrPUoI7BCAczlEwDwjLkgFMZTxWds6p_4biynIIBPXDvjwOg5nf7mFm4q-N6j4cYG_o60Wkj6ew,Julio Cesar Vergel,https://play-lh.googleusercontent.com/a/AATXAJygtJZo1PttmVNmn9uKyH5eOLBzGQFeZ9ckx8zn=mo,Malo esta aplicación,1,0,11.3.0,2021-07-23 14:22:49,"Hola Julio, cuéntanos el porqué de tu comentario, tus sugerencias nos pueden ayudar a mejorar la aplicación.",2021-07-24 09:14:15,1,0.6457,0
53,gp:AOqpTOE-BLF_KJ42vSuOSd19FbEy95yTqTVkWufSJva-0n13JDSoU1yZDykSGovYzg-RoUXWLElPrYA_hDrIPiE,Miguel Quiñones,https://play-lh.googleusercontent.com/a/AATXAJySKSEVl6ygnAdfB2cGXMJglk6gSEXme2U46hJD=mo,Casi nunca dan los consumos de voz,4,0,11.4.0,2021-07-23 14:22:04,"Hola Miguel, en la app encontrarás la opción de ""Chatea con nosotros"" donde puedes escribirnos y con mucho gusto te ayudamos.",2021-07-24 09:11:39,1,0.4435,3
54,gp:AOqpTOGVg6e6WhNgnxpbh0yGSFVm2vsXWmh0ccnxXIffPg758zvq-GO5i0ZoKjYNeLPNEVwbWls-S4tk6GDDrwo,Linda Moreno,https://play-lh.googleusercontent.com/a/AATXAJwHc4dunSCWtsiqwIjUq-qhr7Zky1wAz0tgPwtW=mo,No he podido descargar la app y no puedo verificar nada,2,0,,2021-07-23 13:53:26,"Hola Linda, por favor escríbenos a nuestras redes sociales, nos encuentras en Facebook como Claro Colombia o en Twitter @ClaroTeAyuda y con mucho gusto te ayudamos con lo sucedido.",2021-07-23 14:00:28,1,0.7375,1
55,gp:AOqpTOEzO-5NI4TctPjHNvWDYAKQUF5ZtbYVNOiP2LDN80Tao5TiB7c-QXJ_b5x47J1Uo0OlLgmQWMvk53Adn20,Carmen Gomez,https://play-lh.googleusercontent.com/a/AATXAJx3o4gTEMoUNwpcS7XqJUDkyMlzFBj8-ESv_PoI=mo,Satisfactoria,5,0,11.3.0,2021-07-23 13:15:02,Hola Carmen ¡Gracias por confiar en nosotros! Trabajamos todos los días para brindarte el mejor servicio.,2021-07-23 13:16:59,4,0.5232,1
56,gp:AOqpTOFFFWrPT6Zc7WmU565_hA-7A2wp1Z7HXrXAcjRrIMJx5Qce7Vc6_KAC4Ar_QLqWMK73TyoTiWXTB1yIzrc,Yeison Ospino Solano,https://play-lh.googleusercontent.com/a/AATXAJy6WUMzCXAj8nnNkCBF_aUFKUQe70if_JO3RjCN=mo,Muy buena,4,0,11.3.0,2021-07-23 13:04:12,"Buenas tardes Yeison, muchas gracias por la confianza que tienes en nosotros, seguiremos trabajando para brindarte el mejor servicio.",2021-07-23 13:16:36,5,0.7431,1
57,gp:AOqpTOEx0GVKT_l2oGRzRMTAdwFCKdTkXxvZoR2xvu_yHtljJ3GyNXYPSOAfQDo67BruaLR9qixq-xY1-ThAhG0,Wendy Anaya,https://play-lh.googleusercontent.com/a-/AOh14GgicRsuvxtP-_qDHUsMwQrVK6lpTgxvS4rCmDi-iw,Pasan actualizando cada semana la app 🙄,3,0,11.3.0,2021-07-23 12:50:19,"Hola Wendy, ten presente que las actualizaciones son necesarias para garantizar nuestro servicio y así puedas realizar todas tus consultas. Sin embargo gracias por escribirnos, con tus comentarios nos ayudas a mejorar nuestros servicios.",2021-07-23 13:15:51,5,0.4399,2
58,gp:AOqpTOGoe-C5zv4SzVzNAmuPXHkl6vhekaL72X5m0RxXPaA-5jZpctdZdAzeaOrn-h49_MAdR5j_ndx_93_gS6s,Gloria Garzon,https://play-lh.googleusercontent.com/a-/AOh14Gh8ipm6ybY-xF2xHWBL3YmEoYIyaRnvoC-5gko3xw,No me abre el app,1,0,11.4.0,2021-07-23 12:38:46,"Hola Gloria, por favor escríbenos a nuestras redes sociales, nos encuentras en Facebook como Claro Colombia o en Twitter @ClaroTeAyuda y con mucho gusto te ayudamos con lo sucedido.",2021-07-23 12:44:40,1,0.5708,0
59,gp:AOqpTOGkaM3jP5RuVbr8WWNwqaCTO_d70sPvaLvPsD-ydsXxOt_opY0FXeXrANo5DoEQKyAv4TjgEfbNWcEngGY,Jorge Jimenez,https://play-lh.googleusercontent.com/a/AATXAJxRmasMacjWbTEqFz0tsgFtD16rCq28qHEhZtIC=mo,Buenisima,4,0,11.4.0,2021-07-23 12:33:30,Hola Jorge ¡Nos alegra que te guste! Estamos comprometidos con que tu experiencia sea excelente.,2021-07-23 12:44:19,5,0.5363,1
60,gp:AOqpTOFyAi5gruuDKkC7ZmCZS_sZDJFVWxAIu5IeMFH3dPTju5ncblfGJGBIPHqKNa9TQSGGya18DbqKvtKgmM0,Carolina Ceballos Lenis,https://play-lh.googleusercontent.com/a/AATXAJzk1wTBGuuGkAM1qp98OFFW_j4NKb6C4_Eyx5nI=mo,Excelente...,5,0,9.5.0,2021-07-23 12:28:56,Hola Carolina ¡Gracias por tu calificación! Trabajamos todos los días para brindarte el mejor servicio.,2021-07-23 12:43:57,5,0.7661,0
61,gp:AOqpTOFlbjda6zrMPpKg3dAHJ0fRaPxjOhhSWG6nXRsfTMnjZQi1EMAYjHghD95uuONwTFTGgyx9XHdEapuiLO4,Julio Gonzalez,https://play-lh.googleusercontent.com/a/AATXAJwZ00JHxVSjQc06zqfwis89KgTosSt2UKw78lca=mo,muy eficiente y en poco tiempo,3,0,11.4.0,2021-07-23 12:09:27,Hola Julio ¡Nos alegra que te guste! Por favor dinos qué podemos hacer mejor para que esas 3 estrellas se conviertan en 5. Estamos comprometidos con que tu experiencia sea excelente.,2021-07-23 12:20:40,5,0.7234,2
62,gp:AOqpTOE544RtxHJnPQtGdTcg--LiK0Nt7Ppx6xCqAYWmvRBsNKxcJwQFn_uo1gPngE008WF6IQvY8d4ucqWajqw,Juan Claudio Sanchez Caicedo,https://play-lh.googleusercontent.com/a/AATXAJx86yXELXPESKUJED-OtFy4xXStRtmfvdhAnD5-=mo,Buena,5,0,10.0.0,2021-07-23 12:06:36,Hola Juan ¡Gracias por confiar en nosotros! Trabajamos todos los días para brindarte el mejor servicio.,2021-07-23 12:14:11,4,0.4406,1
63,gp:AOqpTOGUDb1lsBziWNO0K8jxKPzTb9vO2fPXaibsp_K0wNMrZeb0YZsYarLJV5KL2sZ_OwoB-pkNDR9m6oNbfxc,ruben dario ocampo arcila,https://play-lh.googleusercontent.com/a/AATXAJwsflOPjxJlzAUfzrMum1tBVooPSsgTLaFKOr_8=mo,"Uno pagando para tener un servicio tan malo, !!",1,0,11.4.0,2021-07-23 12:04:57,"Hola Ruben, en la app encontraras la opción de ""Chatea con nosotros"" donde puedes escribirnos y con mucho gusto te ayudamos para que tengas una mejor experiencia.",2021-07-23 12:13:14,1,0.8555,0
64,gp:AOqpTOH3fPfi8o1EoRcuF4uLl_ZO-MQxeVFN7lrhZncJegioceQWKfAPuPM6cUoewYejVKOGQ_NKuywc8DcqNpQ,Janeth Gamez,https://play-lh.googleusercontent.com/a/AATXAJzyyfn4T14Nc75yvnh-l8Auf4PYKxw9t5Q97rgV=mo,"Muchas gracias por el servicio, Dios le bendiga grandemente",5,0,,2021-07-23 12:03:56,Hola Janeth ¡Nos alegra que te guste! Estamos comprometidos con que tu experiencia sea excelente.,2021-07-23 12:12:42,5,0.7501,0
65,gp:AOqpTOHEzb8Jy1k17PYFq2e8SKh-Y1tzQb1V0qKYT0BWR9owBj9WbSLWZOgs8b70G5PeY6aa1cF-o0kL2dtSFSk,sandra salleg,https://play-lh.googleusercontent.com/a-/AOh14GjGkdQTPj5JLtq2j25opUewP1RFNlekDVrjIVbZ3Us,Genial,5,0,11.4.0,2021-07-23 11:44:01,Hola Sandra ¡Gracias por tu calificación! Trabajamos todos los días para brindarte el mejor servicio.,2021-07-23 11:54:19,5,0.8409,0
66,gp:AOqpTOH4jnXwasZz1KcJKh5dOZtEQn9Xb4HNFAYYZTDXKVnLwgLlDwL3gnwlT95LWifq0WLvKGYzpHNgSPxF4Pw,Loren Garcia,https://play-lh.googleusercontent.com/a-/AOh14GhNpKV5B3cl0tKFLNYW89KNmyKt9BGNHrRUv3RJ,"No sirve, ni llamar, ni la aplicación, la Internet de hogar es la peor y su soporte técnico es un laberinto sin salida... Llevo días sin Internet y no contestan... Pésimo servicio",1,0,11.4.0,2021-07-23 11:31:44,"Hola Loren, por favor escríbenos a nuestras redes sociales, nos encuentras en Facebook como Claro Colombia o en Twitter @ClaroTeAyuda y con mucho gusto te ayudamos con lo sucedido.",2021-07-23 11:37:50,1,0.9589,0
67,gp:AOqpTOHZmUsKcPGdSBRSmNyJOy-1X_2dMxdXPprkt8HllaHAL1FWma7SIdno40YW7XiHbKw0dcZxdlvY3e4qOl8,Jose Delgado zamudio,https://play-lh.googleusercontent.com/a/AATXAJwIQzHVXG6T-2Rpewwhg4mV2zopBDEbuHA8d21_=mo,Me gusta claro x q la señal no me falla pero me esta fallando el interned aver si . me colaboran para q ko me falle graciad,5,0,11.2.1,2021-07-23 11:27:44,"Hola Jose, estamos dispuestos a ayudarte, en la app encontrarás la opción de ""Chatea con nosotros"" donde puedes escribirnos y con mucho gusto verificamos lo sucedido.",2021-07-23 11:37:21,3,0.4318,2
68,gp:AOqpTOGq9D4FxyiO5QdT6I-mtmJf58LoO0XZIimFTmOjrFrcKnPozURkCXRJ3MT9bEUSiT-9_ZK5k8M-Zudt5ZU,maria quintero,https://play-lh.googleusercontent.com/a-/AOh14GjxGSlmQzdrh0PXyFYqt4FkH_PiBPhdzTqIbTXA,Excelente,5,0,,2021-07-23 11:23:16,Hola Maria ¡Gracias por confiar en nosotros! Trabajamos todos los días para brindarte el mejor servicio.,2021-07-23 11:27:27,5,0.7857,0
69,gp:AOqpTOGbj_futwDyyiqw0b2BnWbJ-hsbF7RhGrnJTfAtS3IdlZBqDBWC-iIB_HPN5ZpMNqgb1LBYdbo0SixV8d4,Fegley Méndez,https://play-lh.googleusercontent.com/a/AATXAJx06RZD4GcpM1RuPkmvtkUNs8D_P-i8d81ajHyr=mo,Buena,5,0,11.3.0,2021-07-23 11:02:44,Hola Fegley ¡Gracias por tu calificación! Trabajamos todos los días para brindarte el mejor servicio.,2021-07-23 11:16:25,4,0.4406,1
70,gp:AOqpTOHne4ZnvkDUFNl4bC9ArulC-hXhtH7XJIor_0TznpmhIYqavOQu_tEfF_2a-oi2xRQE1T_Yc7FHhdInGzM,giovaparabrisas londoño,https://play-lh.googleusercontent.com/a-/AOh14GigBHPKQI1I8mNIujeUm_anR5nVbnffp4KqTkdenw,Mas practico,5,0,11.4.0,2021-07-23 10:46:12,Hola ¡Gracias por confiar en nosotros! Trabajamos todos los días para brindarte el mejor servicio.,2021-07-23 10:51:10,3,0.4207,2
71,gp:AOqpTOFkU_zxbOveEFDWAau3k2FhCBi7WBudG3zgfwHxgf-j7J641Y85CCt2PDEMwuVLmJg1b94R0DdrIF6y7LY,Rosalba Bustos,https://play-lh.googleusercontent.com/a-/AOh14GgK9H7v0UdLnvPOE32Sn_OFtcOaOq3MP44BCmvC5Q,Me gusta,5,0,10.9.0,2021-07-23 10:17:50,Hola Rosalba ¡Gracias por tu calificación! Trabajamos todos los días para brindarte el mejor servicio.,2021-07-23 10:30:43,4,0.4238,1
72,gp:AOqpTOGcN9rtQM40g8KqQmgtQ0QEJko4jk9Ge6tURsOp455KJ5C8XdHLiIciamfM2PMFgX-KcMnFMYugeXSVThM,Saul Medina,https://play-lh.googleusercontent.com/a/AATXAJxnSLsOeERPOxC52xCXGxf2MLhvh9HJcRPpJQIr=mo,Me agrada gracias,4,0,11.3.0,2021-07-23 09:53:09,Hola Saul ¡Nos alegra que te guste! Estamos comprometidos con que tu experiencia sea excelente.,2021-07-23 09:54:56,5,0.4346,1
73,gp:AOqpTOGi7x9shWIiYjfTmDrJp-PmhMu4Pc5Ikx0pKMIvnGLmTrQfhuR2sfX7c9tECSJ-qSPiNKoW3tq9f5az1SA,Fernando Juyo,https://play-lh.googleusercontent.com/a/AATXAJzePV0_7N1FMlc9SAGvE9MGnCuRY7HMvOUEAdYC=mo,"Mi insatisfacción radica en el bloqueo permanente a mis comunicaciones y ya no sé qué hacer,estoy optando por un cambio de operador",1,0,9.8.0,2021-07-23 09:06:18,"Hola Fernando, estamos dispuestos a ayudarte, en la app encontraras la opción de ""Chatea con nosotros"" donde puedes escribirnos y con mucho gusto verificamos lo sucedido.",2021-07-23 09:18:06,1,0.6463,0
74,gp:AOqpTOHqmYMxly8vkYS94ciRE87U9aSrqEn2Sy_8n1vmq4guLQTyRYE_ZPefMgsnGeMJoKv7pxJR6qAy33B9iDY,Cesar Matta PR,https://play-lh.googleusercontent.com/a-/AOh14Gg_uamlPPi2vBf7Xo9GuTSWWJnVkguEPhg2CFtm0g,Grosería de APP. Muy mala,1,0,11.4.0,2021-07-23 08:42:44,"Hola Cesar, cuéntanos el porqué de tu comentario, tus sugerencias nos pueden ayudar a mejorar la aplicación.",2021-07-23 09:17:36,1,0.6478,0
75,gp:AOqpTOHif2cC8r-GLqHLdeMNYELoOofHmwEO9CS1gbynY7SpqmBtj0a92lVI1ukDWyxyFiKwbmzK7mjnvfoVEUQ,Mario Montoya,https://play-lh.googleusercontent.com/a-/AOh14Ggnhdd_msWTSWLXzYdP2uQu4q2qO9nB7ASVAmeEKNU,Excelente servicio,5,0,11.3.0,2021-07-23 07:56:39,Buenos días Mario ¡Gracias por confiar en nosotros! Trabajamos todos los días para brindarte el mejor servicio.,2021-07-23 09:17:17,5,0.699,0
76,gp:AOqpTOHSlG-gTVU8hBONsB4YiyLXlxr0kfe6RicSVUBrpuY106enGGrn5fV7qCb4mMJvUpvgC8JGjqCJlCHXW_I,Maribel Blanco,https://play-lh.googleusercontent.com/a/AATXAJxOjTWBKa2SkMIp0yZId7gARJfXZKInFnUhKiOu=mo,Ññ,5,0,11.4.0,2021-07-23 07:48:09,Hola Maribel ¡Gracias por tu calificación! Trabajamos todos los días para brindarte el mejor servicio.,2021-07-23 09:16:54,2,0.2664,3
77,gp:AOqpTOF0Yi2sd2L9J33oIDMpFft-TrXp9FxnasKlzfExYa0FGcaSrmeCK7EX_hiOCq9N5HinvsM3QQA9Ke-vY1Q,Diego Alejandro,https://play-lh.googleusercontent.com/a-/AOh14GhTLNM5bhvTjichS6k4dYd8gvGvLMufO4gAptI0xQ,"Muy poco útil la app, presenta muchas fallas, se cierra sola, super difil iniciar sesión, dice que tengo abierta otra sesión y se cierra, cuando no es verdad, debe ser óptima para lo que supuestamente esta programada",1,0,11.5.0,2021-07-23 06:30:14,"Hola Diego, por favor escríbenos a nuestras redes sociales, nos encuentras en Facebook como Claro Colombia o en Twitter @ClaroTeAyuda y con mucho gusto validamos lo sucedido.",2021-07-23 09:16:30,1,0.7734,0
78,gp:AOqpTOE-98ZYAVllvH751ZR_ExPJXC3tpVigYu5VxtJ-eMeeNGoUyNQdduuqLiuwYLD6shhZnzU24006CPoRfeY,karen Elizalde,https://play-lh.googleusercontent.com/a/AATXAJxAgQ8yPJwyZ4FhNMfxvWKltBDHeEgp_VZdDfpv=mo,Esta app es muy buena,5,0,11.4.0,2021-07-23 06:20:09,Hola Karen ¡Gracias por confiar en nosotros! Trabajamos todos los días para brindarte el mejor servicio.,2021-07-23 09:08:52,5,0.6681,0
79,gp:AOqpTOFkhKhmVYz_uTfLqIYK833rhH5TKODM57Sn_1c5FaGooioAhGpGNSDXFzzHDJyUpUcpiW8Cs2PnFRDeuCo,Johana Sanguino,https://play-lh.googleusercontent.com/a-/AOh14GhBVmkdb1lqnRz9U6bSVxiybcWwMJ9Pm1tpXZgjkm0,Regular,3,0,11.0.1,2021-07-23 05:58:56,¡Hola Johana! Por favor dinos qué podemos hacer mejor para que esas 3 estrellas se conviertan en 5. Estamos comprometidos con que tu experiencia sea excelente.,2021-07-23 09:08:29,3,0.3614,0
80,gp:AOqpTOH65JDRtqB2etoN_I-eyfZzvtLioaghBXvJJcb-OSwwKrQ0ndMzVElWiX6MhUk9FjaVlC63tgRVRVftisw,monica amaya,https://play-lh.googleusercontent.com/a-/AOh14Ggjo3xrVMVPnrZxQw03pfOQV2HE9_TANsQ8lW8C_Q,Pésima.,1,0,11.0.1,2021-07-23 05:45:45,"Hola Monica, cuéntanos el porqué de tu comentario, tus sugerencias nos pueden ayudar a mejorar la aplicación.",2021-07-23 09:04:15,1,0.7932,0
81,gp:AOqpTOGsmNI4odVS4iePTtDxkEzz0xRBCTuobEiJOymknuf_62bfSQJPyx4-LoNo-x9BPNAkiHAOBj_wddOh4as,Heydy Mejia,https://play-lh.googleusercontent.com/a-/AOh14Gic_XkfqLoWP4VwW9FWuoOO5yUEIN_MAqAH3b6Xkw,Muy mala,1,0,11.3.0,2021-07-23 05:32:47,"Hola Heydy, por favor descarga nuestra última actualización (11.4.0) para que puedas disfrutar de la aplicación.",2021-07-23 09:02:34,1,0.892,0
82,gp:AOqpTOF2ql2VYbD8qiv6-AUTF-D-l_4GO9I9q98IFG4lKMRKD2klyUPeiqacSEnLg7eqx6ohV7ZE7THeqzFhDe8,miguel angel valencia buitrago,https://play-lh.googleusercontent.com/a/AATXAJzz4uV-2sMIQdUy2Z578rD7uKoCt5midpAmZe6i=mo,"Definitivamente la peor compañía móvil , pésima de señal para llamadas y para internet , ahora esta app sale con que no se puede validar la información , que no aparezco registrado arreglen eso",1,0,11.4.0,2021-07-23 04:19:37,"Hola Miguel, en este momento nos encontramos trabajando en mejorar la app para que puedas hacer todas tus consultas. Puedes escribirnos a nuestras redes sociales, nos encuentras en Facebook como Claro Colombia o en Twitter @ClaroTeAyuda y con mucho gusto te ayudamos con lo que necesites.",2021-07-23 09:02:02,1,0.9367,0
83,gp:AOqpTOHBXUiwq0N05JvtYGBfqBs6n_tIlr0KNQvOG71wxHSOkNYh9RXzuoHK_wAfHnql3D5SBRW3YbgjyuzaAbg,brayan javier sanchez,https://play-lh.googleusercontent.com/a/AATXAJwMBaRyXclzLZuT82IMZh1LO4jdAPIq_67CoJj2=mo,La aplicación está fallando,1,0,11.4.0,2021-07-23 02:32:08,"Hola Brayan, por favor escríbenos a nuestras redes sociales, nos encuentras en Facebook como Claro Colombia o en Twitter @ClaroTeAyuda y con mucho gusto validamos lo sucedido.",2021-07-23 08:59:55,1,0.6159,0
84,gp:AOqpTOHc_vATBr04X8IpWjZmZ6SM8MUo5xkoNI8oDkNwGrPjTJokcC_ajCr2F_LBXYvWfCqLbOTKusCIPg89ToM,Javier Diaz,https://play-lh.googleusercontent.com/a-/AOh14GizdHq0dmUHIn8tR9PsLsEr8oryKkFKmST26s0uUg,"Que pesar ,,uno tener un servicio de claro ,,muy malo llevo 2 meses con la misma novedad y asi quieren que uno les pague la factura o el plan ,,brindan mal servicio,,,dos meses que llevo con la misma novedad con el servicio",1,0,,2021-07-23 01:17:50,"Hola Javier, estamos dispuestos a ayudarte, en la app encontraras la opción de ""Chatea con nosotros"" donde puedes escribirnos y con mucho gusto verificamos lo sucedido.",2021-07-23 09:05:47,1,0.8221,0
85,gp:AOqpTOHgu7Li_1GlsJvVpaMenW8a817PbNgdZbKyAyGPvZXbJmPCB0_0BtYE1hF0mFjG9l0YoLQdU_qko2s83z0,Yuranis Daza,https://play-lh.googleusercontent.com/a-/AOh14Gh59Vlk3P4B5BuR1goqXdB8gA509Ewdh1-mOKy6KCs,"Desde que actualise la app me manda a registrarme y me dice que sección iniciada en otro teléfono si en la única que lo eh abierto es en mi cell, me. Dice que tengo que cerrar la verdad ya no puedo ver cuantas gigas tengo ni nd claro es una basura Ombe esperare esta factura para cambiarme estoy muy avergonzada de Claro en vez de mejorar empeoro",1,0,11.4.0,2021-07-23 00:26:57,"Hola Yuranis, por favor escríbenos a nuestras redes sociales, nos encuentras en Facebook como Claro Colombia o en Twitter @ClaroTeAyuda y con mucho gusto te ayudamos con lo sucedido.",2021-07-23 08:59:09,1,0.6922,0
86,gp:AOqpTOG2lgx7Tv0Giiyb550ZJeb3QPgldC5QRx9KtMn0XsVef2LMXqBhvIrXAEcyHBX2RcFdkNLOgTjocY6NGEA,Liliana Melo,https://play-lh.googleusercontent.com/a-/AOh14GjUiElVRD_o_1i9hhHRsMfUNvBD49Bfdqyzc_9gD-o,Excelente servicio.,5,0,11.4.0,2021-07-22 23:05:20,Hola Liliana ¡Gracias por confiar en nosotros! Trabajamos todos los días para brindarte el mejor servicio.,2021-07-23 08:26:50,5,0.7345,0
